Unnamed: 0,Slab_Facet_info,bulk_id,in_domain,Ametal,Bmetal,AandB,symbol,Crystal System,Point Group,Bulk_concentration,experimentally_observed,Surface,Surface concentration,Ads. site,nearest_symbols,Eads (eV),Surf. E. (J/m²),Cost ($/kg),distance_from_optimal,activity_score,stability_score,cost_score,asci_score,ASCI Rank
196,Co2Sb4_111_T_0.131,mp-9835,True,Co,Sb,Co-Sb,Co2Sb4,Orthorhombic,Pnnm,"{'Co': 33.33333333333333, 'Sb': 66.66666666666666}",True,111,"{'Co': 28.57142857142857, 'Sb': 71.42857142857143}",top,['Co'],-0.11799429,0.9529375511879384,30.74097333333332,0.15200571,0.0,0.7515272491812971,0.7694804976404697,0.5096273614275877,197
197,CoNi_111_B_0.083,mp-1006883,False,Co,Ni,Co-Ni,CoNi,Cubic,Pm3m,"{'Co': 50.0, 'Ni': 50.0}",False,111,"{'Co': 33.33333333333333, 'Ni': 66.66666666666666}",bridge,"['Co', 'Ni']",-0.35076552,2.2627798335612748,24.722415,0.0807655199999999,0.4615632,0.2662375238235604,0.7900268004137951,0.5087833510024653,198
198,TiPt_221_B_0.050,mp-11552,False,Pt,Ti,Pt-Ti,TiPt,Cubic,Pm3m,"{'Pt': 50.0, 'Ti': 50.0}",True,221,"{'Pt': 40.0, 'Ti': 60.0}",bridge,"['Ti', 'Ti']",-0.30304897,1.459167996813119,15357.00586,0.0330489699999999,0.7796735333333336,0.5639715127150442,0.1835358059379688,0.5058050392148741,199
199,CuNi_110_B_0.125,mp-1225695,False,Cu,Ni,Cu-Ni,CuNi,Orthorhombic,Cmmm,"{'Cu': 50.0, 'Ni': 50.0}",False,110,"{'Cu': 50.0, 'Ni': 50.0}",bridge,"['Ni', 'Ni']",-0.39195918,1.7201500738571105,13.056765,0.12195918,0.1869387999999999,0.4672790160714892,0.8502272525561897,0.504969145172696,200
200,TiCo_100_B_0.250,mp-823,True,Co,Ti,Co-Ti,TiCo,Cubic,Pm3m,"{'Co': 50.0, 'Ti': 50.0}",True,100,"{'Co': 50.0, 'Ti': 50.0}",bridge,"['Co', 'Co']",-0.35709993,2.2365605537920934,20.26579,0.0870999299999999,0.4193338,0.2759516300556549,0.8087710612935014,0.5044263527581566,201
201,Mn6Sn2_210_T_0.167,mp-22389,False,Mn,Sn,Mn-Sn,Mn6Sn2,Hexagonal,P63mmc,"{'Mn': 75.0, 'Sn': 25.0}",True,210,"{'Mn': 75.0, 'Sn': 25.0}",bridge,"['Mn', 'Mn']",-0.12484246,1.4455441953254915,7.70825,0.14515754,0.0322830666666664,0.5690190600199606,0.8999239291172246,0.5044038377064434,202
202,TiCo_100_T_0.000,mp-990532,False,Co,Ti,Co-Ti,TiCo,Cubic,Pm3m,"{'Co': 50.0, 'Ti': 50.0}",False,100,"{'Co': 50.0, 'Ti': 50.0}",bridge,"['Co', 'Co']",-0.35871451,2.2355215337759025,20.26579,0.0887145099999999,0.4085699333333334,0.2763365815456807,0.8087710612935014,0.5010013107498652,203
203,Cu3Pt_100_T_0.250,mp-12086,True,Cu,Pt,Cu-Pt,Cu3Pt,Cubic,Pm3m,"{'Cu': 75.0, 'Pt': 25.0}",True,100,"{'Cu': 75.0, 'Pt': 25.0}",3-fold,"['Pt', 'Pt', 'Cu']",-0.32055171,1.3821057275347777,7684.57142,0.0505517099999999,0.6629886000000002,0.5925226810478978,0.2488239607353813,0.4989188693958361,204
204,Nb2Sb2_111_B_0.062,mp-1207123,False,Nb,Sb,Nb-Sb,Nb2Sb2,Hexagonal,P63mmc,"{'Nb': 50.0, 'Sb': 50.0}",False,111,"{'Nb': 50.0, 'Sb': 50.0}",bridge,"['Nb', 'Nb']",-0.15162561,1.4643030934280614,54.835765,0.11837439,0.2108373999999998,0.5620689862357222,0.714905670088498,0.4981270352878776,205
205,Sb2Pt6_110_T_0.125,mp-1078755,True,Pt,Sb,Pt-Sb,Sb2Pt6,Tetragonal,I4mmm,"{'Pt': 75.0, 'Sb': 25.0}",True,110,"{'Pt': 75.0, 'Sb': 25.0}",bridge,"['Pt', 'Pt']",-0.22174146,1.1524973366262523,23037.700382500003,0.04825854,0.6782763999999999,0.6775913908180035,0.1452921347985349,0.496835696801443,206
206,TiPt3_221_T_0.050,mp-12107,True,Pt,Ti,Pt-Ti,TiPt3,Cubic,Pm3m,"{'Pt': 75.0, 'Ti': 25.0}",True,221,"{'Pt': 75.0, 'Ti': 25.0}",bridge,"['Pt', 'Pt']",-0.28422957,1.80729197783026,23032.092930000003,0.0142295699999999,0.9051362000000002,0.4349933957221024,0.1453150901283753,0.4916498972319414,207
207,MoPt3_221_T_0.050,mp-13100,False,Mo,Pt,Mo-Pt,MoPt3,Cubic,Pm3m,"{'Mo': 25.0, 'Pt': 75.0}",False,221,"{'Mo': 25.0, 'Pt': 75.0}",bridge,"['Mo', 'Pt']",-0.29597249,1.6174782694428993,23045.870270000003,0.0259724899999999,0.8268500666666669,0.5053183834340053,0.1452586995808722,0.4890035463907184,208
208,Sn4Ru2_111_B_0.071,mp-510219,True,Ru,Sn,Ru-Sn,Sn4Ru2,Tetragonal,I4mcm,"{'Ru': 33.33333333333333, 'Sn': 66.66666666666666}",True,111,"{'Ru': 36.36363636363637, 'Sn': 63.63636363636363}",top,['Ru'],-0.3493167,0.9851628123386456,6772.084699999998,0.0793166999999999,0.4712220000000002,0.739587958211798,0.2607438065115541,0.4882201804238218,209
209,Sn4Ru2_211_B_0.073,mp-510219,True,Ru,Sn,Ru-Sn,Sn4Ru2,Tetragonal,I4mcm,"{'Ru': 33.33333333333333, 'Sn': 66.66666666666666}",True,211,"{'Ru': 28.57142857142857, 'Sn': 71.42857142857143}",bridge,"['Ru', 'Ru']",-0.33637131,1.2225689947028169,6772.084699999998,0.0663713099999999,0.5575246000000003,0.6516302074290212,0.2607438065115541,0.4876739806655055,210
210,Sn2Pt2_210_B_0.056,mp-19856,False,Pt,Sn,Pt-Sn,Sn2Pt2,Hexagonal,P63mmc,"{'Pt': 50.0, 'Sn': 50.0}",True,210,"{'Pt': 25.0, 'Sn': 75.0}",bridge,"['Pt', 'Pt']",-0.20230904,1.0118959707318125,15368.911025,0.06769096,0.5487269333333331,0.729683462633095,0.1834627316175931,0.4842527594189029,211
211,CuPt7_111_T_0.083,mp-12608,True,Cu,Pt,Cu-Pt,CuPt7,Cubic,Fm3m,"{'Cu': 12.5, 'Pt': 87.5}",True,111,{'Pt': 100.0},3-fold,"['Pt', 'Pt', 'Pt']",-0.31508381,1.2849705460356056,26870.07857,0.04508381,0.6994412666666666,0.6285107585337576,0.1307813761401887,0.4826898362038042,212
212,Sb4Ru2_211_B_0.159,mp-20928,True,Ru,Sb,Ru-Sb,Sb4Ru2,Orthorhombic,Pnnm,"{'Ru': 33.33333333333333, 'Sb': 66.66666666666666}",True,211,"{'Ru': 33.33333333333333, 'Sb': 66.66666666666666}",top,['Ru'],-0.34466028,1.1186882154240727,6771.164353333331,0.0746602799999999,0.5022648000000002,0.6901174936653351,0.2607566228148127,0.482143408666597,213
213,MnNi3_100_B_0.250,mp-11501,True,Mn,Ni,Mn-Ni,MnNi3,Cubic,Pm3m,"{'Mn': 25.0, 'Ni': 75.0}",True,100,"{'Mn': 25.0, 'Ni': 75.0}",4-fold,"['Ni', 'Ni', 'Ni', 'Ni']",-0.38129825,2.1346450520353595,11.82464,0.1112982499999999,0.2580116666666667,0.3137107912331411,0.8595741921959597,0.4809236364535629,214
214,MnPt3_110_T_0.125,mp-1180,True,Mn,Pt,Mn-Pt,MnPt3,Cubic,Pm3m,"{'Mn': 25.0, 'Pt': 75.0}",True,110,"{'Mn': 25.0, 'Pt': 75.0}",bridge,"['Mn', 'Pt']",-0.25675615,1.9167794334098205,23030.4009125,0.01324385,0.9117076666666668,0.3944288651955346,0.1453220178686806,0.4804345415898778,215
215,Sn6Pt4_211_T_0.139,mp-30846,True,Pt,Sn,Pt-Sn,Sn6Pt4,Hexagonal,P63mmc,"{'Pt': 40.0, 'Sn': 60.0}",True,211,"{'Pt': 33.33333333333333, 'Sn': 66.66666666666666}",bridge,"['Pt', 'Pt']",-0.18217799,0.749254064703178,12301.25723,0.08782201,0.4145199333333332,0.8269909172474973,0.2044578149035442,0.4792142377588791,216
216,Sn2Ir_211_T_0.062,mp-2083,True,Ir,Sn,Ir-Sn,Sn2Ir,Cubic,Fm3m,"{'Ir': 33.33333333333333, 'Sn': 66.66666666666666}",True,211,"{'Ir': 33.33333333333333, 'Sn': 66.66666666666666}",top,['Ir'],-0.20751188,0.8750796056580818,45567.31803333332,0.06248812,0.5834125333333333,0.7803732114101545,0.0809751063239834,0.4775808319155054,217
217,MoPt3_111_T_0.167,mp-13100,False,Mo,Pt,Mo-Pt,MoPt3,Cubic,Pm3m,"{'Mo': 25.0, 'Pt': 75.0}",False,111,"{'Mo': 25.0, 'Pt': 75.0}",bridge,"['Pt', 'Pt']",-0.223725,1.3492172535520166,23045.870270000003,0.046275,0.6914999999999999,0.6047076889082411,0.1452586995808722,0.4771364951972161,218
218,FeNi3_111_T_0.042,mp-1007854,False,Fe,Ni,Fe-Ni,FeNi3,Cubic,Fm3m,"{'Fe': 25.0, 'Ni': 75.0}",False,111,"{'Fe': 33.33333333333333, 'Ni': 66.66666666666666}",bridge,"['Ni', 'Fe']",-0.37972524,2.223405473822476,11.83374,0.10972524,0.2684983999999999,0.2808255184859072,0.8595016500153443,0.4735074541055665,219
219,Cu3Pt_210_T_0.083,mp-12086,True,Cu,Pt,Cu-Pt,Cu3Pt,Cubic,Pm3m,"{'Cu': 75.0, 'Pt': 25.0}",True,210,"{'Cu': 66.66666666666666, 'Pt': 33.33333333333333}",bridge,"['Pt', 'Pt']",-0.3257783,1.506914294919244,7684.57142,0.0557783,0.6281446666666666,0.5462817586075602,0.2488239607353813,0.4721608669905245,220
220,Nb2Pt6_110_T_0.375,mp-1078699,True,Nb,Pt,Nb-Pt,Nb2Pt6,Orthorhombic,Pmmn,"{'Nb': 25.0, 'Pt': 75.0}",True,110,"{'Nb': 16.666666666666664, 'Pt': 83.33333333333334}",bridge,"['Pt', 'Pt']",-0.2849613,1.9569727154071808,23050.487500000003,0.0149612999999999,0.9002580000000003,0.3795374641129684,0.1452398088354971,0.4717140381613488,221
221,Sb4Ru2_221_B_0.069,mp-20928,True,Ru,Sb,Ru-Sb,Sb4Ru2,Orthorhombic,Pnnm,"{'Ru': 33.33333333333333, 'Sb': 66.66666666666666}",True,221,"{'Ru': 33.33333333333333, 'Sb': 66.66666666666666}",top,['Ru'],-0.18387927,1.0284350710173646,6771.164353333331,0.08612073,0.4258617999999999,0.7235558123478281,0.2607566228148127,0.4679650638318195,222
222,MnPt3_221_T_0.050,mp-1180,True,Mn,Pt,Mn-Pt,MnPt3,Cubic,Pm3m,"{'Mn': 25.0, 'Pt': 75.0}",True,221,"{'Mn': 25.0, 'Pt': 75.0}",3-fold,"['Pt', 'Pt', 'Mn']",-0.29930358,1.739731848135278,23030.4009125,0.0293035799999999,0.8046428,0.4600240709614179,0.1453220178686806,0.4667495534926194,223
223,NbRu_100_B_0.250,mp-432,True,Nb,Ru,Nb-Ru,NbRu,Tetragonal,P4mmm,"{'Nb': 50.0, 'Ru': 50.0}",True,100,"{'Nb': 50.0, 'Ru': 50.0}",bridge,"['Ru', 'Ru']",-0.28273169,2.2543924489357083,10167.69,0.0127316899999999,0.915122066666667,0.2693450060267122,0.2224203749121668,0.4664970614589518,224
224,NbRu_111_T_0.083,mp-432,True,Nb,Ru,Nb-Ru,NbRu,Tetragonal,P4mmm,"{'Nb': 50.0, 'Ru': 50.0}",True,111,"{'Nb': 66.66666666666666, 'Ru': 33.33333333333333}",top,['Ru'],-0.27974335,2.317759484120512,10167.69,0.0097433499999999,0.9350443333333336,0.2458678504062292,0.2224203749121668,0.4653239481041924,225
225,Sn2Ir_110_T_0.125,mp-2083,True,Ir,Sn,Ir-Sn,Sn2Ir,Cubic,Fm3m,"{'Ir': 33.33333333333333, 'Sn': 66.66666666666666}",True,110,"{'Ir': 33.33333333333333, 'Sn': 66.66666666666666}",top,['Ir'],-0.19676806,0.7842023761615246,45567.31803333332,0.07323194,0.5117870666666665,0.8140427503593378,0.0809751063239834,0.4650553757687358,226
226,TiCu_111_B_0.083,mp-11364,False,Cu,Ti,Cu-Ti,TiCu,Cubic,Pm3m,"{'Cu': 50.0, 'Ti': 50.0}",False,111,"{'Cu': 66.66666666666666, 'Ti': 33.33333333333333}",top,['Cu'],-0.11639606,1.6640553084086245,8.60014,0.15360394,0.0,0.4880618337319314,0.8895994550092478,0.4635242198346816,227
227,Sn14Ir6_100_T_0.079,mp-22040,True,Ir,Sn,Ir-Sn,Sn14Ir6,Cubic,Im3m,"{'Ir': 30.0, 'Sn': 70.0}",True,100,"{'Ir': 38.46153846153847, 'Sn': 61.53846153846154}",top,['Ir'],-0.34021083,0.8829991862246664,41013.650435,0.07021083,0.5319278,0.7774390481678881,0.0909033860718245,0.4629982111598234,228
228,Cu3Pt_211_B_0.063,mp-12086,True,Cu,Pt,Cu-Pt,Cu3Pt,Cubic,Pm3m,"{'Cu': 75.0, 'Pt': 25.0}",True,211,"{'Cu': 66.66666666666666, 'Pt': 33.33333333333333}",bridge,"['Pt', 'Cu']",-0.33866303,1.353102272942543,7684.57142,0.0686630299999999,0.5422464666666669,0.603268309512409,0.2488239607353813,0.4626200227891247,229
229,Sn6Pt4_111_B_0.054,mp-30846,True,Pt,Sn,Pt-Sn,Sn6Pt4,Hexagonal,P63mmc,"{'Pt': 40.0, 'Sn': 60.0}",True,111,"{'Pt': 33.33333333333333, 'Sn': 66.66666666666666}",bridge,"['Pt', 'Pt']",-0.1758301,0.7715941811355762,12301.25723,0.0941699,0.3722006666666664,0.8187140207739046,0.2044578149035442,0.4625175039225935,230
230,FePt3_110_T_0.125,mp-649,False,Fe,Pt,Fe-Pt,FePt3,Cubic,Pm3m,"{'Fe': 25.0, 'Pt': 75.0}",True,110,"{'Fe': 25.0, 'Pt': 75.0}",bridge,"['Fe', 'Pt']",-0.29361635,1.8796612572856632,23030.4100125,0.02361635,0.8425576666666665,0.4081809556109043,0.1453219806085813,0.462153218758516,231
231,Co3Cu_110_B_0.125,mp-1183752,False,Co,Cu,Co-Cu,Co3Cu,Tetragonal,I4mmm,"{'Co': 75.0, 'Cu': 25.0}",False,110,"{'Co': 75.0, 'Cu': 25.0}",bridge,"['Co', 'Cu']",-0.36847611,2.298903014839156,27.867035,0.09847611,0.3434925999999999,0.2528540738026714,0.7787360670290046,0.4615646651447431,232
232,TiPt3_100_B_0.250,mp-12107,True,Pt,Ti,Pt-Ti,TiPt3,Cubic,Pm3m,"{'Pt': 75.0, 'Ti': 25.0}",True,100,"{'Pt': 75.0, 'Ti': 25.0}",bridge,"['Pt', 'Pt']",-0.29163777,1.927651718939245,23032.092930000003,0.02163777,0.8557482,0.390400740184159,0.1453150901283753,0.4606362809044201,233
233,Sb4Ru2_110_T_0.500,mp-20928,True,Ru,Sb,Ru-Sb,Sb4Ru2,Orthorhombic,Pnnm,"{'Ru': 33.33333333333333, 'Sb': 66.66666666666666}",True,110,"{'Ru': 33.33333333333333, 'Sb': 66.66666666666666}",top,['Ru'],-0.17453303,0.922146292386843,6771.164353333331,0.09546697,0.3635535333333332,0.7629352497689156,0.2607566228148127,0.4603985501807784,234
234,MnPt3_111_T_0.167,mp-1180,True,Mn,Pt,Mn-Pt,MnPt3,Cubic,Pm3m,"{'Mn': 25.0, 'Pt': 75.0}",True,111,"{'Mn': 25.0, 'Pt': 75.0}",bridge,"['Pt', 'Pt']",-0.3152699,1.5059626390724012,23030.4009125,0.0452698999999999,0.6982006666666668,0.5466343421290759,0.1453220178686806,0.4602050389779465,235
235,Sn2Pt2_111_T_0.062,mp-19856,False,Pt,Sn,Pt-Sn,Sn2Pt2,Hexagonal,P63mmc,"{'Pt': 50.0, 'Sn': 50.0}",True,111,"{'Pt': 42.857142857142854, 'Sn': 57.14285714285714}",top,['Pt'],-0.34966611,1.0004623291219608,15368.911025,0.0796661099999999,0.4688926000000002,0.7339195671407538,0.1834627316175931,0.4593053439064304,236
236,Sn2Ir_111_T_0.042,mp-2083,True,Ir,Sn,Ir-Sn,Sn2Ir,Cubic,Fm3m,"{'Ir': 33.33333333333333, 'Sn': 66.66666666666666}",True,111,"{'Ir': 50.0, 'Sn': 50.0}",top,['Ir'],-0.21408715,1.1597298908364242,45567.31803333332,0.05591285,0.6272476666666665,0.6749117672529972,0.0809751063239834,0.4572441493436434,237
237,Cu3Pt_110_T_0.125,mp-12086,True,Cu,Pt,Cu-Pt,Cu3Pt,Cubic,Pm3m,"{'Cu': 75.0, 'Pt': 25.0}",True,110,"{'Cu': 75.0, 'Pt': 25.0}",bridge,"['Pt', 'Cu']",-0.33837422,1.412648496544035,7684.57142,0.0683742199999999,0.5441718666666667,0.5812067446304914,0.2488239607353813,0.4559750883780918,238
238,NbCo3_110_T_0.125,mp-1018021,True,Co,Nb,Co-Nb,NbCo3,Cubic,Pm3m,"{'Co': 75.0, 'Nb': 25.0}",False,110,"{'Co': 75.0, 'Nb': 25.0}",4-fold,"['Co', 'Co', 'Co', 'Co']",-0.34482751,2.659785529234151,45.377395,0.0748275099999999,0.5011499333333334,0.1191489868208788,0.7327590446643586,0.453836718836772,239
239,Fe3Pt_100_B_0.250,mp-11798,True,Fe,Pt,Fe-Pt,Fe3Pt,Tetragonal,P4mmm,"{'Fe': 75.0, 'Pt': 25.0}",False,100,"{'Fe': 75.0, 'Pt': 25.0}",bridge,"['Fe', 'Pt']",-0.26954173,2.663765673345881,7676.8700375,0.00045827,0.9969448666666664,0.1176743642126012,0.2489185127867903,0.4524566405376671,240
240,Sn14Ir6_100_B_0.079,mp-22040,True,Ir,Sn,Ir-Sn,Sn14Ir6,Cubic,Im3m,"{'Ir': 30.0, 'Sn': 70.0}",True,100,"{'Ir': 16.666666666666664, 'Sn': 83.33333333333334}",top,['Ir'],-0.19969945,0.9679935106624536,41013.650435,0.07030055,0.5313296666666665,0.7459490948212577,0.0909033860718245,0.4524091425554353,241
241,Nb2Sb2_110_T_0.250,mp-1207123,False,Nb,Sb,Nb-Sb,Nb2Sb2,Hexagonal,P63mmc,"{'Nb': 50.0, 'Sb': 50.0}",False,110,"{'Nb': 50.0, 'Sb': 50.0}",bridge,"['Nb', 'Nb']",-0.10558666,1.2693267902561558,54.835765,0.16441334,0.0,0.6343066883551839,0.714905670088498,0.4523891349873,242
242,TiPt_111_T_0.083,mp-11552,False,Pt,Ti,Pt-Ti,TiPt,Cubic,Pm3m,"{'Pt': 50.0, 'Ti': 50.0}",True,111,"{'Pt': 66.66666666666666, 'Ti': 33.33333333333333}",top,['Pt'],-0.20994828,1.4462153638763169,15357.00586,0.06005172,0.5996551999999997,0.5687703955768579,0.1835358059379688,0.4479826205592724,243
243,Nb2Pt6_100_T_0.250,mp-1078699,True,Nb,Pt,Nb-Pt,Nb2Pt6,Orthorhombic,Pmmn,"{'Nb': 25.0, 'Pt': 75.0}",True,100,"{'Nb': 25.0, 'Pt': 75.0}",bridge,"['Pt', 'Pt']",-0.31436257,1.6280404833907771,23050.487500000003,0.0443625699999999,0.7042495333333334,0.5014051383243362,0.1452398088354971,0.4472475766511,244
244,Sn6Pt4_221_B_0.049,mp-30846,True,Pt,Sn,Pt-Sn,Sn6Pt4,Hexagonal,P63mmc,"{'Pt': 40.0, 'Sn': 60.0}",True,221,"{'Pt': 27.586206896551722, 'Sn': 72.41379310344827}",bridge,"['Pt', 'Pt']",-0.16593802,0.7215282886041526,12301.25723,0.10406198,0.3062534666666664,0.8372631725025701,0.2044578149035442,0.4468761479930531,245
245,MnCo3_110_T_0.125,mp-999543,False,Co,Mn,Co-Mn,MnCo3,Cubic,Pm3m,"{'Co': 75.0, 'Mn': 25.0}",False,110,"{'Co': 75.0, 'Mn': 25.0}",bridge,"['Co', 'Mn']",-0.35129912,2.760451717663064,25.2908075,0.08129912,0.4580058666666666,0.0818526897071831,0.7878833354211845,0.4460336576465732,246
246,Sn4Ru2_221_B_0.015,mp-510219,True,Ru,Sn,Ru-Sn,Sn4Ru2,Tetragonal,I4mcm,"{'Ru': 33.33333333333333, 'Sn': 66.66666666666666}",True,221,"{'Ru': 40.0, 'Sn': 60.0}",bridge,"['Ru', 'Ru']",-0.37401592,0.9350583236383234,6772.084699999998,0.1040159199999999,0.3065605333333334,0.7581514096194834,0.2607438065115541,0.4400078353883579,247
247,Sn14Ru6_210_B_0.026,mp-22344,True,Ru,Sn,Ru-Sn,Sn14Ru6,Cubic,Im3m,"{'Ru': 30.0, 'Sn': 70.0}",True,210,"{'Ru': 26.923076923076923, 'Sn': 73.07692307692307}",bridge,"['Ru', 'Ru']",-0.3645967,1.138195169905296,6097.940435,0.0945966999999999,0.3693553333333335,0.6828902688993076,0.2706317350407295,0.4392558386506195,248
248,Sn2Pt2_211_T_0.153,mp-19856,False,Pt,Sn,Pt-Sn,Sn2Pt2,Hexagonal,P63mmc,"{'Pt': 50.0, 'Sn': 50.0}",True,211,"{'Pt': 30.0, 'Sn': 70.0}",top,['Pt'],-0.35511669,1.08815628902799,15368.911025,0.08511669,0.4325554,0.7014294129511828,0.1834627316175931,0.4365923170238719,249
249,Ta2Pt6_110_T_0.375,mp-30850,True,Pt,Ta,Pt-Ta,Ta2Pt6,Orthorhombic,Pmmn,"{'Pt': 75.0, 'Ta': 25.0}",True,110,"{'Pt': 83.33333333333334, 'Ta': 16.666666666666664}",bridge,"['Pt', 'Pt']",-0.24481237,2.0630555243327184,23118.0475,0.02518763,0.8320824666666665,0.3402343373919622,0.144963828554386,0.4361522470478388,250
250,TaCo_100_B_0.250,mp-1009826,False,Co,Ta,Co-Ta,TaCo,Cubic,Pm3m,"{'Co': 50.0, 'Ta': 50.0}",False,100,"{'Co': 50.0, 'Ta': 50.0}",bridge,"['Co', 'Co']",-0.34627902,2.4163162481111606,192.17493,0.0762790199999999,0.4914732000000001,0.2093530840310689,0.5966495294502467,0.4341335137433367,251
251,Sb4Ru2_210_T_0.125,mp-20928,True,Ru,Sb,Ru-Sb,Sb4Ru2,Orthorhombic,Pnnm,"{'Ru': 33.33333333333333, 'Sb': 66.66666666666666}",True,210,"{'Ru': 33.33333333333333, 'Sb': 66.66666666666666}",top,['Ru'],-0.16573081,0.9835541515149754,6771.164353333331,0.10426919,0.3048720666666665,0.7401839586462152,0.2607566228148127,0.4335257401102873,252
252,CoNi_100_T_0.250,mp-1226063,False,Co,Ni,Co-Ni,CoNi,Orthorhombic,Cmmm,"{'Co': 50.0, 'Ni': 50.0}",False,100,"{'Co': 50.0, 'Ni': 50.0}",bridge,"['Co', 'Ni']",-0.39211611,2.143528074158025,24.722415,0.12211611,0.1858925999999999,0.3104196779256336,0.7900268004137951,0.4323921638561495,253
253,Fe3Pt_100_T_0.250,mp-1649,True,Fe,Pt,Fe-Pt,Fe3Pt,Cubic,Pm3m,"{'Fe': 75.0, 'Pt': 25.0}",True,100,"{'Fe': 75.0, 'Pt': 25.0}",bridge,"['Pt', 'Fe']",-0.27814426,2.695260396495425,7676.8700375,0.0081442599999999,0.9457049333333336,0.1060057337575157,0.2489185127867903,0.431696814487489,254
254,Fe3Pt_100_T_0.250,mp-1066232,False,Fe,Pt,Fe-Pt,Fe3Pt,Cubic,Pm3m,"{'Fe': 75.0, 'Pt': 25.0}",False,100,"{'Fe': 75.0, 'Pt': 25.0}",bridge,"['Fe', 'Pt']",-0.27941948,2.6965973883741574,7676.8700375,0.0094194799999999,0.9372034666666668,0.1055103852484877,0.2489185127867903,0.4287278654795097,255
255,Sn6Pt4_111_T_0.000,mp-30846,True,Pt,Sn,Pt-Sn,Sn6Pt4,Hexagonal,P63mmc,"{'Pt': 40.0, 'Sn': 60.0}",True,111,"{'Pt': 28.57142857142857, 'Sn': 71.42857142857143}",top,['Pt'],-0.16003284,0.7748709980066928,12301.25723,0.10996716,0.2668855999999999,0.8174999772353571,0.2044578149035442,0.4273628975548728,256
256,Co2Pt2_100_T_0.250,mp-949,True,Co,Pt,Co-Pt,Co2Pt2,Tetragonal,P4mmm,"{'Co': 50.0, 'Pt': 50.0}",True,100,"{'Co': 50.0, 'Pt': 50.0}",bridge,"['Co', 'Co']",-0.30944676,2.0118052569286284,15370.43993,0.0394467599999999,0.7370216000000002,0.3592222938259052,0.1834533512468459,0.4241346243864764,257
257,Sn14Ru6_100_B_0.078,mp-22344,True,Ru,Sn,Ru-Sn,Sn14Ru6,Cubic,Im3m,"{'Ru': 30.0, 'Sn': 70.0}",True,100,"{'Ru': 16.666666666666664, 'Sn': 83.33333333333334}",top,['Ru'],-0.17173688,1.1995105483081083,6097.940435,0.09826312,0.3449125333333332,0.6601732414023853,0.2706317350407295,0.4236930955766352,258
258,TaRu_100_T_0.250,mp-1601,True,Ru,Ta,Ru-Ta,TaRu,Tetragonal,P4mmm,"{'Ru': 50.0, 'Ta': 50.0}",True,100,"{'Ru': 50.0, 'Ta': 50.0}",bridge,"['Ru', 'Ru']",-0.25264121,2.530569546455202,10302.81,0.01735879,0.8842747333333333,0.1670228336484568,0.2211754828747354,0.4221278612814008,259
259,TiPt_210_T_0.083,mp-11552,False,Pt,Ti,Pt-Ti,TiPt,Cubic,Pm3m,"{'Pt': 50.0, 'Ti': 50.0}",True,210,"{'Pt': 50.0, 'Ti': 50.0}",top,['Pt'],-0.2070045,1.6160325779109208,15357.00586,0.0629955,0.5800299999999999,0.5058540045969094,0.1835358059379688,0.4207438955358895,260
260,FeCo3_110_T_0.125,mp-1007852,False,Co,Fe,Co-Fe,FeCo3,Cubic,Pm3m,"{'Co': 75.0, 'Fe': 25.0}",False,110,"{'Co': 75.0, 'Fe': 25.0}",bridge,"['Fe', 'Co']",-0.362877,2.759350600655831,25.2999075,0.0928769999999999,0.38082,0.082260647808107,0.7878494115992165,0.420685413720409,261
261,Sn2Pt2_211_B_0.069,mp-19856,False,Pt,Sn,Pt-Sn,Sn2Pt2,Hexagonal,P63mmc,"{'Pt': 50.0, 'Sn': 50.0}",True,211,"{'Pt': 33.33333333333333, 'Sn': 66.66666666666666}",bridge,"['Pt', 'Pt']",-0.16979861,0.9583101237479048,15368.911025,0.10020139,0.331990733333333,0.7495367391044911,0.1834627316175931,0.4192813946544637,262
262,Sn6Pt4_221_T_0.000,mp-30846,True,Pt,Sn,Pt-Sn,Sn6Pt4,Hexagonal,P63mmc,"{'Pt': 40.0, 'Sn': 60.0}",True,221,"{'Pt': 31.03448275862069, 'Sn': 68.96551724137932}",bridge,"['Pt', 'Pt']",-0.15305477,0.7161938291968459,12301.25723,0.11694523,0.2203651333333331,0.8392395618553503,0.2044578149035442,0.4191852064794706,263
263,Ni2Pt2_100_T_0.250,mp-568067,False,Ni,Pt,Ni-Pt,Ni2Pt2,Tetragonal,P4mmm,"{'Ni': 50.0, 'Pt': 50.0}",False,100,"{'Ni': 50.0, 'Pt': 50.0}",bridge,"['Ni', 'Ni']",-0.32059529,1.865157426334595,15361.462485,0.0505952899999999,0.6626980666666669,0.4135545492363335,0.1835084443856128,0.4175562343390985,264
264,NbCo_100_B_0.250,mp-1009264,False,Co,Nb,Co-Nb,NbCo,Cubic,Pm3m,"{'Co': 50.0, 'Nb': 50.0}",False,100,"{'Co': 50.0, 'Nb': 50.0}",bridge,"['Co', 'Co']",-0.38665545,2.146260779717409,57.05493,0.11665545,0.2222969999999999,0.3094072247866234,0.7111646781439834,0.41725838474854,265
