Unnamed: 0,Slab_Facet_info,bulk_id,in_domain,Ametal,Bmetal,AandB,symbol,Crystal System,Point Group,Bulk_concentration,experimentally_observed,Surface,Surface concentration,Ads. site,nearest_symbols,Eads (eV),Surf. E. (J/m²),Cost ($/kg),distance_from_optimal,activity_score,stability_score,cost_score,asci_score,ASCI Rank
128,Cu6Sn2_111_B_0.049,mp-581786,False,Cu,Sn,Cu-Sn,Cu6Sn2,Orthorhombic,Pmmn,"{'Cu': 75.0, 'Sn': 25.0}",True,111,"{'Cu': 75.0, 'Sn': 25.0}",3-fold,"['Cu', 'Cu', 'Cu']",-0.15613835,0.91288737116892,15.4369325,0.11386165,0.2409223333333332,0.7663656317281948,0.834436380594267,0.6161133978723551,129
129,Sn2Pt2_221_T_0.031,mp-19856,False,Pt,Sn,Pt-Sn,Sn2Pt2,Hexagonal,P63mmc,"{'Pt': 50.0, 'Sn': 50.0}",True,221,"{'Pt': 38.46153846153847, 'Sn': 61.53846153846154}",top,['Pt'],-0.25837218,0.9427426072728003,15368.911025,0.01162782,0.9224812,0.7553044226617944,0.1834627316175931,0.6160465842283739,130
130,TiNi_100_T_0.250,mp-571,True,Ni,Ti,Ni-Ti,TiNi,Cubic,Pm3m,"{'Ni': 50.0, 'Ti': 50.0}",True,100,"{'Ni': 50.0, 'Ti': 50.0}",bridge,"['Ni', 'Ni']",-0.33297904,1.96231125226382,11.288345,0.0629790399999999,0.5801397333333334,0.3775595640865041,0.8639510240655848,0.6097841163308453,131
131,Sn4Ru2_111_B_0.029,mp-510219,True,Ru,Sn,Ru-Sn,Sn4Ru2,Tetragonal,I4mcm,"{'Ru': 33.33333333333333, 'Sn': 66.66666666666666}",True,111,"{'Ru': 40.0, 'Sn': 60.0}",top,['Ru'],-0.24202628,0.9424683606960056,6772.084699999998,0.02797372,0.8135085333333333,0.7554060295863257,0.2607438065115541,0.6063946999774159,132
132,Nb2Sb2_210_B_0.056,mp-1207123,False,Nb,Sb,Nb-Sb,Nb2Sb2,Hexagonal,P63mmc,"{'Nb': 50.0, 'Sb': 50.0}",False,210,"{'Nb': 50.0, 'Sb': 50.0}",bridge,"['Nb', 'Nb']",-0.20430633,1.5292238375974925,54.835765,0.06569367,0.5620421999999999,0.5380161895502177,0.714905670088498,0.6060871963816612,133
133,Sb14Mo6_210_B_0.072,mp-1521,True,Mo,Sb,Mo-Sb,Sb14Mo6,Cubic,Im3m,"{'Mo': 30.0, 'Sb': 70.0}",True,210,"{'Mo': 29.166666666666668, 'Sb': 70.83333333333333}",bridge,"['Mo', 'Mo']",-0.16931093,0.998435002466024,39.065395,0.10068907,0.3287395333333331,0.7346706810796682,0.7468827755630999,0.6048655144477444,134
134,Ni2Sb2_100_T_0.500,mp-810,False,Ni,Sb,Ni-Sb,Ni2Sb2,Hexagonal,P63mmc,"{'Ni': 50.0, 'Sb': 50.0}",True,100,"{'Ni': 50.0, 'Sb': 50.0}",bridge,"['Ni', 'Ni']",-0.14393206,0.6964223980014687,22.50325,0.12606794,0.1595470666666665,0.8465647738628209,0.7988956169806442,0.6036414171481499,135
135,Ti3Sn_111_T_0.125,mp-998982,False,Sn,Ti,Sn-Ti,Ti3Sn,Cubic,Fm3m,"{'Sn': 25.0, 'Ti': 75.0}",False,111,"{'Sn': 33.33333333333333, 'Ti': 66.66666666666666}",bridge,"['Ti', 'Ti']",-0.34814295,1.7119074078746366,12.7843025,0.0781429499999999,0.479047,0.4703328807731253,0.8522158486266217,0.6030487491881827,136
136,Cu6Sn2_211_T_0.157,mp-581786,False,Cu,Sn,Cu-Sn,Cu6Sn2,Orthorhombic,Pmmn,"{'Cu': 75.0, 'Sn': 25.0}",True,211,"{'Cu': 76.92307692307693, 'Sn': 23.076923076923077}",3-fold,"['Cu', 'Cu', 'Cu']",-0.14977591,0.923911693001582,15.4369325,0.12022409,0.1985060666666666,0.762281178060434,0.834436380594267,0.6007681601619941,137
137,Co2Sb4_100_T_0.250,mp-9835,True,Co,Sb,Co-Sb,Co2Sb4,Orthorhombic,Pnnm,"{'Co': 33.33333333333333, 'Sb': 66.66666666666666}",True,100,"{'Co': 33.33333333333333, 'Sb': 66.66666666666666}",top,['Co'],-0.15776412,0.9119198311515486,30.74097333333332,0.11223588,0.2517607999999999,0.7667241002519412,0.7694804976404697,0.5977233862809003,138
138,CuNi3_110_B_0.125,mp-1184054,False,Cu,Ni,Cu-Ni,CuNi3,Tetragonal,I4mmm,"{'Cu': 25.0, 'Ni': 75.0}",False,110,"{'Cu': 25.0, 'Ni': 75.0}",3-fold,"['Ni', 'Ni', 'Cu']",-0.34027028,1.8874326426512271,14.4008675,0.0702702799999999,0.5315314666666668,0.4053016979167106,0.8409877039347237,0.5950907636503207,139
139,Sn2Pt2_110_T_0.250,mp-19856,False,Pt,Sn,Pt-Sn,Sn2Pt2,Hexagonal,P63mmc,"{'Pt': 50.0, 'Sn': 50.0}",True,110,"{'Pt': 33.33333333333333, 'Sn': 66.66666666666666}",bridge,"['Pt', 'Pt']",-0.24397403,0.8700026901406995,15368.911025,0.02602597,0.8264935333333332,0.7822541820966639,0.1834627316175931,0.5932640748418808,140
140,Cu6Sn2_211_B_0.000,mp-581786,False,Cu,Sn,Cu-Sn,Cu6Sn2,Orthorhombic,Pmmn,"{'Cu': 75.0, 'Sn': 25.0}",True,211,"{'Cu': 75.0, 'Sn': 25.0}",3-fold,"['Cu', 'Cu', 'Cu']",-0.14651976,0.9281803833265814,15.4369325,0.12348024,0.1767983999999998,0.760699650586987,0.834436380594267,0.5930827260957565,141
141,Co2Sn4_221_T_0.017,mp-20155,False,Co,Sn,Co-Sn,Co2Sn4,Tetragonal,I4mcm,"{'Co': 33.33333333333333, 'Sn': 66.66666666666666}",True,221,"{'Co': 17.391304347826086, 'Sn': 82.6086956521739}",bridge,"['Co', 'Co']",-0.14918236,0.8107973203166616,31.66131999999999,0.12081764,0.1945490666666666,0.8041894624340423,0.7666987573477353,0.5902612921014639,142
142,Cu3Ni_110_B_0.125,mp-1225698,False,Cu,Ni,Cu-Ni,Cu3Ni,Orthorhombic,Cmmm,"{'Cu': 75.0, 'Ni': 25.0}",False,110,"{'Cu': 75.0, 'Ni': 25.0}",bridge,"['Ni', 'Ni']",-0.36906741,1.4674136323920812,11.7126625,0.0990674099999999,0.3395506000000001,0.5609165477934172,0.8604714382366777,0.5897144477722982,143
143,Sn2Ir_221_T_0.025,mp-2083,True,Ir,Sn,Ir-Sn,Sn2Ir,Cubic,Fm3m,"{'Ir': 33.33333333333333, 'Sn': 66.66666666666666}",True,221,"{'Ir': 42.857142857142854, 'Sn': 57.14285714285714}",top,['Ir'],-0.25729276,0.8603905125419432,45567.31803333332,0.01270724,0.9152850666666666,0.7858154437002657,0.0809751063239834,0.588894704571242,144
144,Mn2Sn4_221_T_0.040,mp-20086,False,Mn,Sn,Mn-Sn,Mn2Sn4,Tetragonal,I4mcm,"{'Mn': 33.33333333333333, 'Sn': 66.66666666666666}",True,221,"{'Mn': 26.666666666666668, 'Sn': 73.33333333333333}",top,['Mn'],-0.15905963,1.1148994473622582,20.44925,0.11094037,0.2603975333333332,0.6915212124465235,0.8079212477300616,0.5888264103355737,145
145,Co6Sn2_100_B_0.246,mp-1183774,False,Co,Sn,Co-Sn,Co6Sn2,Hexagonal,P63mmc,"{'Co': 75.0, 'Sn': 25.0}",False,100,"{'Co': 50.0, 'Sn': 50.0}",top,['Co'],-0.22585457,2.2004814296987063,32.935407500000004,0.04414543,0.7056971333333333,0.2893187571197643,0.7629784462284622,0.5877679155671994,146
146,Fe2Sb4_111_T_0.057,mp-20714,False,Fe,Sb,Fe-Sb,Fe2Sb4,Orthorhombic,Pnnm,"{'Fe': 33.33333333333333, 'Sb': 66.66666666666666}",True,111,"{'Fe': 33.33333333333333, 'Sb': 66.66666666666666}",top,['Fe'],-0.39459594,0.8950870337118576,19.54103666666666,0.1245959399999999,0.1693604000000002,0.7729605637990705,0.812205176446521,0.5871156780455105,147
147,Cu6Sn2_211_T_0.062,mp-581786,False,Cu,Sn,Cu-Sn,Cu6Sn2,Orthorhombic,Pmmn,"{'Cu': 75.0, 'Sn': 25.0}",True,211,"{'Cu': 71.42857142857143, 'Sn': 28.57142857142857}",3-fold,"['Cu', 'Cu', 'Cu']",-0.14604197,0.9684681066338348,15.4369325,0.12395803,0.1736131333333331,0.7457732594922972,0.834436380594267,0.5871058790345088,148
148,Cu3Sn_210_T_0.042,mp-838,False,Cu,Sn,Cu-Sn,Cu3Sn,Cubic,Fm3m,"{'Cu': 75.0, 'Sn': 25.0}",True,210,"{'Cu': 75.0, 'Sn': 25.0}",bridge,"['Cu', 'Cu']",-0.13265035,0.731595416343544,15.4369325,0.13734965,0.0843356666666664,0.8335333542477048,0.834436380594267,0.5866051463037933,149
149,CuNi_210_T_0.056,mp-1184069,False,Cu,Ni,Cu-Ni,CuNi,Hexagonal,P6m2,"{'Cu': 50.0, 'Ni': 50.0}",False,210,"{'Cu': 50.0, 'Ni': 50.0}",bridge,"['Ni', 'Ni']",-0.34569393,1.8986047780319533,13.056765,0.0756939299999999,0.4953738000000002,0.4011624801013044,0.8502272525561897,0.5849342383025351,150
150,Mn2Sn4_221_T_0.015,mp-20086,False,Mn,Sn,Mn-Sn,Mn2Sn4,Tetragonal,I4mcm,"{'Mn': 33.33333333333333, 'Sn': 66.66666666666666}",True,221,"{'Mn': 28.57142857142857, 'Sn': 71.42857142857143}",bridge,"['Mn', 'Mn']",-0.14672684,0.9412600008558636,20.44925,0.12327316,0.1781789333333331,0.7558537205967987,0.8079212477300616,0.5829240000251645,151
151,Cu6Sb2_100_T_0.250,mp-20900,True,Cu,Sb,Cu-Sb,Cu6Sb2,Orthorhombic,Pmmn,"{'Cu': 75.0, 'Sb': 25.0}",True,100,"{'Cu': 75.0, 'Sb': 25.0}",3-fold,"['Cu', 'Cu', 'Cu']",-0.1048023,0.5415409461083017,15.0918025,0.1651977,0.0,0.9039475429669408,0.836568574024049,0.5827360043472671,152
152,Cu6Sb2_210_T_0.122,mp-20900,True,Cu,Sb,Cu-Sb,Cu6Sb2,Orthorhombic,Pmmn,"{'Cu': 75.0, 'Sb': 25.0}",True,210,"{'Cu': 83.33333333333334, 'Sb': 16.666666666666664}",bridge,"['Cu', 'Cu']",-0.12521583,0.6388625676303543,15.0918025,0.14478417,0.0347721999999998,0.8678903904262313,0.836568574024049,0.5823119700088331,153
153,Sn14Ru6_111_B_0.029,mp-22344,True,Ru,Sn,Ru-Sn,Sn14Ru6,Cubic,Im3m,"{'Ru': 30.0, 'Sn': 70.0}",True,111,"{'Ru': 30.0, 'Sn': 70.0}",top,['Ru'],-0.31299132,0.9146548232717824,6097.940435,0.04299132,0.7133912,0.7657107999540771,0.2706317350407295,0.5801184498986935,154
154,Nb2Sb2_221_B_0.031,mp-1207123,False,Nb,Sb,Nb-Sb,Nb2Sb2,Hexagonal,P63mmc,"{'Nb': 50.0, 'Sb': 50.0}",False,221,"{'Nb': 50.0, 'Sb': 50.0}",bridge,"['Nb', 'Nb']",-0.18215324,1.3602971050345165,54.835765,0.08784676,0.4143549333333332,0.6006026617952026,0.714905670088498,0.5780039342225062,155
155,Cu6Sb2_111_B_0.091,mp-20900,True,Cu,Sb,Cu-Sb,Cu6Sb2,Orthorhombic,Pmmn,"{'Cu': 75.0, 'Sb': 25.0}",True,111,"{'Cu': 71.42857142857143, 'Sb': 28.57142857142857}",3-fold,"['Cu', 'Cu', 'Cu']",-0.12943948,0.7693177435605769,15.0918025,0.14056052,0.0629298666666664,0.8195574290074239,0.836568574024049,0.5756541227406266,156
156,Ni2Sb2_110_T_0.250,mp-810,False,Ni,Sb,Ni-Sb,Ni2Sb2,Hexagonal,P63mmc,"{'Ni': 50.0, 'Sb': 50.0}",True,110,"{'Ni': 33.33333333333333, 'Sb': 66.66666666666666}",bridge,"['Ni', 'Ni']",-0.13558148,0.7874967661318009,22.50325,0.13441852,0.1038765333333332,0.8128221960793218,0.7988956169806442,0.5741350904795952,157
157,Sb2Pt2_100_T_0.167,mp-2845,False,Pt,Sb,Pt-Sb,Sb2Pt2,Hexagonal,P63mmc,"{'Pt': 50.0, 'Sb': 50.0}",True,100,"{'Pt': 50.0, 'Sb': 50.0}",bridge,"['Pt', 'Pt']",-0.30651917,0.8534559656840525,15368.220765,0.0365191699999999,0.7565388666666667,0.7883846570975066,0.1834669669115996,0.5722035315921211,158
158,Sn2Ir_100_B_0.125,mp-2083,True,Ir,Sn,Ir-Sn,Sn2Ir,Cubic,Fm3m,"{'Ir': 33.33333333333333, 'Sn': 66.66666666666666}",True,100,"{'Ir': 33.33333333333333, 'Sn': 66.66666666666666}",top,['Ir'],-0.27765255,1.090650622180931,45567.31803333332,0.0076525499999999,0.948983,0.7005052755439309,0.0809751063239834,0.5718626670796516,159
159,TiNi_111_T_0.083,mp-571,True,Ni,Ti,Ni-Ti,TiNi,Cubic,Pm3m,"{'Ni': 50.0, 'Ti': 50.0}",True,111,"{'Ni': 66.66666666666666, 'Ti': 33.33333333333333}",top,['Ni'],-0.3594055,1.7971421397956835,11.288345,0.0894054999999999,0.4039633333333334,0.4387538577094038,0.8639510240655848,0.5718400212264021,160
160,Sn2Ir_111_T_0.167,mp-2083,True,Ir,Sn,Ir-Sn,Sn2Ir,Cubic,Fm3m,"{'Ir': 33.33333333333333, 'Sn': 66.66666666666666}",True,111,"{'Ir': 33.33333333333333, 'Sn': 66.66666666666666}",top,['Ir'],-0.23445964,0.5908732212532807,45567.31803333332,0.03554036,0.7630642666666665,0.8856701926488545,0.0809751063239834,0.5716139077242762,161
161,Cu3Pt_221_B_0.050,mp-12086,True,Cu,Pt,Cu-Pt,Cu3Pt,Cubic,Pm3m,"{'Cu': 75.0, 'Pt': 25.0}",True,221,"{'Cu': 75.0, 'Pt': 25.0}",3-fold,"['Pt', 'Cu', 'Cu']",-0.24726563,1.294837005979449,7684.57142,0.02273437,0.8484375333333332,0.624855286649215,0.2488239607353813,0.5707867772442706,162
162,Sb4Ru2_110_B_0.091,mp-20928,True,Ru,Sb,Ru-Sb,Sb4Ru2,Orthorhombic,Pnnm,"{'Ru': 33.33333333333333, 'Sb': 66.66666666666666}",True,110,"{'Ru': 33.33333333333333, 'Sb': 66.66666666666666}",top,['Ru'],-0.25121898,1.409456594972618,6771.164353333331,0.01878102,0.8747931999999997,0.582389327493945,0.2607566228148127,0.5695274858300381,163
163,Cu6Sb2_111_T_0.091,mp-20900,True,Cu,Sb,Cu-Sb,Cu6Sb2,Orthorhombic,Pmmn,"{'Cu': 75.0, 'Sb': 25.0}",True,111,"{'Cu': 83.33333333333334, 'Sb': 16.666666666666664}",bridge,"['Cu', 'Cu']",-0.11551656,0.6693477376300563,15.0918025,0.15448344,0.0,0.8565957941410713,0.836568574024049,0.5671099272347302,164
164,Cu6Sn2_221_T_0.062,mp-581786,False,Cu,Sn,Cu-Sn,Cu6Sn2,Orthorhombic,Pmmn,"{'Cu': 75.0, 'Sn': 25.0}",True,221,"{'Cu': 73.68421052631578, 'Sn': 26.31578947368421}",bridge,"['Cu', 'Cu']",-0.13593819,0.9552088663905924,15.4369325,0.13406181,0.1062545999999997,0.7506857387599816,0.834436380594267,0.5664986811928446,165
165,Cu3Pt_221_T_0.050,mp-12086,True,Cu,Pt,Cu-Pt,Cu3Pt,Cubic,Pm3m,"{'Cu': 75.0, 'Pt': 25.0}",True,221,"{'Cu': 75.0, 'Pt': 25.0}",bridge,"['Pt', 'Cu']",-0.29489366,1.295684217056571,7684.57142,0.0248936599999999,0.8340422666666667,0.6245413993694491,0.2488239607353813,0.5659327564419478,166
166,Sn14Ir6_111_B_0.025,mp-22040,True,Ir,Sn,Ir-Sn,Sn14Ir6,Cubic,Im3m,"{'Ir': 30.0, 'Sn': 70.0}",True,111,"{'Ir': 30.0, 'Sn': 70.0}",top,['Ir'],-0.23295784,0.6493845105063588,41013.650435,0.03704216,0.7530522666666666,0.8639920655383876,0.0909033860718245,0.5645317808920882,167
167,Nb2Sn6_211_T_0.000,mp-1186237,False,Nb,Sn,Nb-Sn,Nb2Sn6,Hexagonal,P63mmc,"{'Nb': 25.0, 'Sn': 75.0}",False,211,"{'Nb': 16.666666666666664, 'Sn': 83.33333333333334}",top,['Nb'],-0.10922943,0.4518995579343862,43.0840375,0.16077057,0.0,0.9371592091598988,0.7376495001821467,0.5600633690846966,168
168,Cu3Sn_211_T_0.062,mp-838,False,Cu,Sn,Cu-Sn,Cu3Sn,Cubic,Fm3m,"{'Cu': 75.0, 'Sn': 25.0}",True,211,"{'Cu': 75.0, 'Sn': 25.0}",3-fold,"['Cu', 'Cu', 'Cu']",-0.10302578,0.7322990380782837,15.4369325,0.16697422,0.0,0.8332726660694391,0.834436380594267,0.5586883492049657,169
169,SnMo3_210_T_0.125,mp-1218950,False,Mo,Sn,Mo-Sn,SnMo3,Orthorhombic,Cmmm,"{'Mo': 75.0, 'Sn': 25.0}",False,210,"{'Mo': 81.81818181818183, 'Sn': 18.181818181818183}",bridge,"['Mo', 'Mo']",-0.34396635,1.773033500360723,54.1163225,0.0739663499999999,0.5068910000000002,0.4476859827198606,0.7161510476654304,0.5585017605038005,170
170,Sn14Ir6_110_T_0.211,mp-22040,True,Ir,Sn,Ir-Sn,Sn14Ir6,Cubic,Im3m,"{'Ir': 30.0, 'Sn': 70.0}",True,110,"{'Ir': 20.0, 'Sn': 80.0}",top,['Ir'],-0.2352282,0.7591149670642374,41013.650435,0.0347718,0.7681879999999999,0.8233375044183533,0.0909033860718245,0.5561105677224769,171
171,Sn6Pt4_100_B_0.167,mp-30846,True,Pt,Sn,Pt-Sn,Sn6Pt4,Hexagonal,P63mmc,"{'Pt': 40.0, 'Sn': 60.0}",True,100,"{'Pt': 50.0, 'Sn': 50.0}",bridge,"['Pt', 'Pt']",-0.3247502,0.7163109606910282,12301.25723,0.0547501999999999,0.6349986666666668,0.8391961652484402,0.2044578149035442,0.5559999515991905,172
172,Fe2Sb4_110_T_0.250,mp-20714,False,Fe,Sb,Fe-Sb,Fe2Sb4,Orthorhombic,Pnnm,"{'Fe': 33.33333333333333, 'Sb': 66.66666666666666}",True,110,"{'Fe': 33.33333333333333, 'Sb': 66.66666666666666}",top,['Fe'],-0.1195679,0.6983816804707472,19.54103666666666,0.1504321,0.0,0.845838869939723,0.812205176446521,0.5552765870719258,173
173,Sn6Pt4_211_T_0.068,mp-30846,True,Pt,Sn,Pt-Sn,Sn6Pt4,Hexagonal,P63mmc,"{'Pt': 40.0, 'Sn': 60.0}",True,211,"{'Pt': 31.818181818181817, 'Sn': 68.18181818181817}",bridge,"['Pt', 'Pt']",-0.2190746,0.8128752805684181,12301.25723,0.0509254,0.6604973333333333,0.8034195890122957,0.2044578149035442,0.5526082414412626,174
174,FeNi3_111_B_0.125,mp-1007854,False,Fe,Ni,Fe-Ni,FeNi3,Cubic,Fm3m,"{'Fe': 25.0, 'Ni': 75.0}",False,111,"{'Fe': 33.33333333333333, 'Ni': 66.66666666666666}",bridge,"['Ni', 'Fe']",-0.35319052,2.0633996226095124,11.83374,0.0831905199999999,0.4453965333333334,0.3401068507773609,0.8595016500153443,0.5514466777617462,175
175,Cu3Pt_210_B_0.083,mp-12086,True,Cu,Pt,Cu-Pt,Cu3Pt,Cubic,Pm3m,"{'Cu': 75.0, 'Pt': 25.0}",True,210,"{'Cu': 83.33333333333334, 'Pt': 16.666666666666664}",top,['Pt'],-0.29030203,1.5013330664286848,7684.57142,0.0203020299999999,0.8646531333333335,0.5483495746170073,0.2488239607353813,0.5508910402736421,176
176,Sn2Pt2_211_T_0.069,mp-19856,False,Pt,Sn,Pt-Sn,Sn2Pt2,Hexagonal,P63mmc,"{'Pt': 50.0, 'Sn': 50.0}",True,211,"{'Pt': 40.0, 'Sn': 60.0}",top,['Pt'],-0.31098323,0.949450943414734,15368.911025,0.0409832299999999,0.7267784666666668,0.7528190191534976,0.1834627316175931,0.550644499070636,177
177,Sn2Pt2_210_T_0.167,mp-19856,False,Pt,Sn,Pt-Sn,Sn2Pt2,Hexagonal,P63mmc,"{'Pt': 50.0, 'Sn': 50.0}",True,210,"{'Pt': 40.0, 'Sn': 60.0}",bridge,"['Pt', 'Pt']",-0.22154882,0.8569125587193728,15368.911025,0.04845118,0.6769921333333333,0.787104007428949,0.1834627316175931,0.5455290552015349,178
178,Fe2Sb4_221_B_0.030,mp-20714,False,Fe,Sb,Fe-Sb,Fe2Sb4,Orthorhombic,Pnnm,"{'Fe': 33.33333333333333, 'Sb': 66.66666666666666}",True,221,"{'Fe': 33.33333333333333, 'Sb': 66.66666666666666}",top,['Fe'],-0.12118899,0.8208636585485946,19.54103666666666,0.14881101,0.0079265999999997,0.8004599366875674,0.812205176446521,0.5429173170987143,179
179,Cu3Pt_211_T_0.063,mp-12086,True,Cu,Pt,Cu-Pt,Cu3Pt,Cubic,Pm3m,"{'Cu': 75.0, 'Pt': 25.0}",True,211,"{'Cu': 83.33333333333334, 'Pt': 16.666666666666664}",3-fold,"['Pt', 'Cu', 'Cu']",-0.3031862,1.3477229481657298,7684.57142,0.0331862,0.7787586666666666,0.6052613212502952,0.2488239607353813,0.541326742662627,180
180,Ni3Sb_110_T_0.125,mp-976847,True,Ni,Sb,Ni-Sb,Ni3Sb,Cubic,Pm3m,"{'Ni': 75.0, 'Sb': 25.0}",False,110,"{'Ni': 75.0, 'Sb': 25.0}",4-fold,"['Ni', 'Ni', 'Ni', 'Ni']",-0.38971604,1.3633372294469126,19.12411,0.1197160399999999,0.2018930666666668,0.599476311576555,0.8142388958887126,0.5412931194224255,181
181,Ta2Pt6_100_T_0.250,mp-30850,True,Pt,Ta,Pt-Ta,Ta2Pt6,Orthorhombic,Pmmn,"{'Pt': 75.0, 'Ta': 25.0}",True,100,"{'Pt': 75.0, 'Ta': 25.0}",bridge,"['Pt', 'Pt']",-0.26997311,1.698590190330399,23118.0475,2.6890000000001635e-05,0.9998207333333332,0.4752668403280591,0.144963828554386,0.5360666010167507,182
182,CoNi_111_T_0.083,mp-1006883,False,Co,Ni,Co-Ni,CoNi,Cubic,Pm3m,"{'Co': 50.0, 'Ni': 50.0}",False,111,"{'Co': 66.66666666666666, 'Ni': 33.33333333333333}",bridge,"['Ni', 'Co']",-0.33952242,2.2467008355368105,24.722415,0.0695224199999999,0.5365172000000001,0.2721947086238414,0.7900268004137951,0.5354840419865581,183
183,Cu6Sn2_211_B_0.037,mp-581786,False,Cu,Sn,Cu-Sn,Cu6Sn2,Orthorhombic,Pmmn,"{'Cu': 75.0, 'Sn': 25.0}",True,211,"{'Cu': 75.0, 'Sn': 25.0}",3-fold,"['Cu', 'Cu', 'Cu']",-0.11212651,0.9275437439275924,15.4369325,0.15787349,0.0,0.7609355221596525,0.834436380594267,0.5348170917147361,184
184,Sb4Ru2_221_B_0.194,mp-20928,True,Ru,Sb,Ru-Sb,Sb4Ru2,Orthorhombic,Pnnm,"{'Ru': 33.33333333333333, 'Sb': 66.66666666666666}",True,221,"{'Ru': 33.33333333333333, 'Sb': 66.66666666666666}",top,['Ru'],-0.31911135,1.1520055505297428,6771.164353333331,0.04911135,0.6725909999999999,0.6777735949985536,0.2607566228148127,0.534277568106559,185
185,Cu6Sn2_111_B_0.090,mp-581786,False,Cu,Sn,Cu-Sn,Cu6Sn2,Orthorhombic,Pmmn,"{'Cu': 75.0, 'Sn': 25.0}",True,111,"{'Cu': 66.66666666666666, 'Sn': 33.33333333333333}",3-fold,"['Cu', 'Cu', 'Cu']",-0.11466557,0.9791747644927596,15.4369325,0.15533443,0.0,0.7418064986679005,0.834436380594267,0.528504513962458,186
186,Sb2Pt2_211_T_0.153,mp-2845,False,Pt,Sb,Pt-Sb,Sb2Pt2,Hexagonal,P63mmc,"{'Pt': 50.0, 'Sb': 50.0}",True,211,"{'Pt': 30.0, 'Sb': 70.0}",bridge,"['Pt', 'Pt']",-0.2119453,0.8368014676035871,15368.220765,0.0580547,0.6129686666666665,0.7945550616631583,0.1834669669115996,0.526861599098786,187
187,CoMo3_111_B_0.042,mp-1183707,False,Co,Mo,Co-Mo,CoMo3,Cubic,Fm3m,"{'Co': 25.0, 'Mo': 75.0}",False,111,{'Mo': 100.0},bridge,"['Mo', 'Mo']",-0.31646198,2.551191822734044,54.880775,0.0464619799999999,0.6902534666666669,0.1593823879808476,0.7148283003498742,0.523421454152637,188
188,Sb14Mo6_111_T_0.000,mp-1521,True,Mo,Sb,Mo-Sb,Sb14Mo6,Cubic,Im3m,"{'Mo': 30.0, 'Sb': 70.0}",True,111,"{'Mo': 31.57894736842105, 'Sb': 68.42105263157895}",top,['Mo'],-0.11712251,0.7810018342942635,39.065395,0.15287749,0.0,0.8152285344072806,0.7468827755630999,0.5229655600458566,189
189,Fe2Ni2_111_T_0.083,mp-2213,False,Fe,Ni,Fe-Ni,Fe2Ni2,Tetragonal,P4mmm,"{'Fe': 50.0, 'Ni': 50.0}",True,111,"{'Fe': 66.66666666666666, 'Ni': 33.33333333333333}",bridge,"['Ni', 'Fe']",-0.34467688,2.559485056262764,7.92251,0.07467688,0.5021541333333333,0.1563097882674015,0.8973385609053348,0.5223882048360564,190
190,Sn14Ru6_111_B_0.068,mp-22344,True,Ru,Sn,Ru-Sn,Sn14Ru6,Cubic,Im3m,"{'Ru': 30.0, 'Sn': 70.0}",True,111,"{'Ru': 21.428571428571427, 'Sn': 78.57142857142857}",top,['Ru'],-0.31873276,1.288475568836799,6097.940435,0.0487327599999999,0.6751149333333334,0.6272121658898542,0.2706317350407295,0.5217827326575,191
191,TiCo_111_T_0.083,mp-823,True,Co,Ti,Co-Ti,TiCo,Cubic,Pm3m,"{'Co': 50.0, 'Ti': 50.0}",True,111,"{'Co': 33.33333333333333, 'Ti': 66.66666666666666}",top,['Co'],-0.35495702,2.134950444491253,20.26579,0.08495702,0.4336198666666666,0.3135976449230538,0.8087710612935014,0.5215639396643983,192
192,Sn6Pt4_210_T_0.167,mp-30846,True,Pt,Sn,Pt-Sn,Sn6Pt4,Hexagonal,P63mmc,"{'Pt': 40.0, 'Sn': 60.0}",True,210,"{'Pt': 27.27272727272727, 'Sn': 72.72727272727273}",bridge,"['Pt', 'Pt']",-0.20551233,0.8252111502270947,12301.25723,0.06448767,0.5700821999999999,0.7988492137241648,0.2044578149035442,0.5212630235961795,193
193,TiPt_211_T_0.125,mp-11552,False,Pt,Ti,Pt-Ti,TiPt,Cubic,Pm3m,"{'Pt': 50.0, 'Ti': 50.0}",True,211,"{'Pt': 50.0, 'Ti': 50.0}",top,['Pt'],-0.24028649,1.3969900051421902,15357.00586,0.02971351,0.8019099333333332,0.5870081339230625,0.1835358059379688,0.5207451362135199,194
194,MoPt3_100_B_0.250,mp-13100,False,Mo,Pt,Mo-Pt,MoPt3,Cubic,Pm3m,"{'Mo': 25.0, 'Pt': 75.0}",False,100,"{'Mo': 25.0, 'Pt': 75.0}",bridge,"['Pt', 'Pt']",-0.26269755,1.7124544320850417,23045.870270000003,0.00730245,0.951317,0.4701302111598414,0.1452586995808722,0.5184655375402442,195
195,Sb14Mo6_110_B_0.062,mp-1521,True,Mo,Sb,Mo-Sb,Sb14Mo6,Cubic,Im3m,"{'Mo': 30.0, 'Sb': 70.0}",True,110,"{'Mo': 28.000000000000004, 'Sb': 72.0}",top,['Mo'],-0.12648836,0.9731286932231992,39.065395,0.14351164,0.0432557333333331,0.7440465364994644,0.7468827755630999,0.5137498927362771,196
